,image_id,justification,level_2,text
2814,IMG_1944,J_Intelligence,1,"Page 1 : (73,238) - (466,316)"
2821,IMG_1973,J_Intelligence,1,Anyone caught in the company of someone caught in the act of committing or having just committed a criminal offence if there is reason to think he may be able to give information about the offence or important information about the IRA generally.
2828,IMG_2001,J_Intelligence,1,"Under the present arrest policy most people arrested are being questioned with 
a view towards criminal charges being brought; but those against whom charges cannot be brought are being questioned for intelligence purposes according to instructions already issued (Ref A)."
2835,IMG_2065,J_Intelligence,1,"Persons arrested or detained during military operations, but particularly 
during Internal Security operations or in near emergency situations are likely to be valuable sources of intelligence."
2842,IMG_2105,J_Intelligence,1,"THEY WERE AWARE OF THE IMPORTANCE OF OBTAINING OPERATIONAL INTELLIGENCE AND THEY KNEW THAT THE DETAINEES WERE LIABLE TO BE SUBJECTED TO A MEASURE OF FATIGUE, ISOLATION AND NOISE."
2849,IMG_5125,J_Intelligence,1,"In dealing with a terrorist campaign such as that in Northern Ireland intelligence is the key to successful operations; and the key to intelligence is information regarding the operations, dispositions and plans of the terrorists."
2856,IMG_5131,J_Intelligence,1,"In dealing with a terrorist campaign such as that in Northern 
Ireland intelligence is the key to successful operations; and the key to intelligence is information regarding the operations, dispositions and plans of the terrorists."
2863,IMG_5164,J_Intelligence,1,"Intelligence is the key to successful operations against 
terrorists, and the key to intelligence is information regarding their operations, their dispositions and their plans."
2864,IMG_5164,J_Intelligence,2,"In the present circumstances of Northern Ireland, as described in 
paragraphs 3-5 of this note, it is imperative to obtain all available intelligence in order to save the lives of civilians and members of the security forces; and it is therefore essential to interrogate suspects who are believed to have essential information."
2870,IMG_5166,J_Intelligence,1,"In dealing with a terrorist campaign such as that in Northern Ireland, 
intelligence is the key to successful operations, and the key to intelligence is information regarding the operations, dispositions, and plans of the terrorists."
2877,IMG_5169,J_Intelligence,1,"In the present circumstances of Northern 
Treland, as described in paragraphs 3-5 of this note, it is imperative to obtain all available intelligence in order to save the lives of civilians and members of the security forces; and it is therefore essential to interrogate suspects who are believed to have essential information."
2884,IMG_5176,J_Intelligence,1,"Persons arrested or detained during Internal Security 
operations or in near emergency situations are likely to be valuable sources of intelligence. They may be the only sources of intelligence at a time when it is urgently required."
2891,IMG_5191,J_Intelligence,1,"Intelligence is the key to successful operations against terrorists; and the key to intelligence is information regarding their operations, their dispositions, and their plans. When combating 
a terrorist campaign time is of the essence; information must be sought while it is still fresh so that it may be used as quickly as possible to effect the capture of persons, arms and explosives and thereby save the lives of members of the security forces and of the civil population."
2898,IMG_5213,J_Intelligence,1,Intelligence is the key to successful operations against
2905,IMG_5232,J_Intelligence,1,For this purpose prompt intelligence is indispensable; and it would be unfair (to put it no more strongly) to our own Forces to forgo any permissible means of securing such intelligence.
2912,IMG_5240,J_Intelligence,1,are queetined.
2913,IMG_5240,J_Intelligence,2,Theo n are intexne in severalcentres and of cure peaPgle
2919,IMG_5241,J_Intelligence,1,"Page 1 : (139,142) - (293,198)"
2926,IMG_6471,J_Intl-Domestic_Precedent,1,"here has been some speculation whether the Government of the Republic 
may be obliged to contemplate the reintroduction of internment."
2933,IMG_6565,J_Intl-Domestic_Precedent,1,"(c) the internment of the I.R.A. by the Dublin Government. 
5. Naturally I asked whether the Irish Government was in a position to deliver (c). On this the Ambassador was most emphatic. 
Lynch was 
known to be willing, and Hillery, who was in many ways an awkward customer, had specifically said to O’Sullivans ""We would certainly do it - I"
2940,IMG_6566,J_Intl-Domestic_Precedent,1,"would be for it."""
2941,IMG_6566,J_Intl-Domestic_Precedent,2,"That was the main point, and indeed O’Sullivan came back several 
times to the possibility of internment in the South"
2947,IMG_6710,J_Intl-Domestic_Precedent,1,"He had pointed out some time ago to Mr. Lynch that, if internment were to be introduced in the South as well as in the North, as it had been during the previous IRA campaign, much quicker and more effective action could be taken against the terrorists."
2954,IMG_8006,J_Intl-Domestic_Precedent,1,"The Attorney minutes that even in 1940 in the 
United Kingdom there were courts (admittely sitting in camera) which administered the criminal law (e.g., in the cases of spies); and a wholly separate administrative procedure whereby, on the authority of a Minister, persons suspected of disaffection were detained under Regulation 18B."
2961,IMG_2305,J_Intl-Domestic_Precedent,1,"The general rules governing the custody of detainees and the processes of 
interrogation have been reviewed from time to time by the Government Departments and agencies concerned in the light of experience gained in the various internal security operations in which HMG have been involved since the last war."
2968,IMG_2327,J_Intl-Domestic_Precedent,1,"The general rules governing the custody of detainees and the 
processes of interrogation have been reviewed from time to time by the Government Departments and agencies concerned in the light of experience gained in the various internal security operations in which HMG have been involved since the last war."
2975,IMG_2193,J_Intl-Domestic_Precedent,1,Clearly the effectiveness of internment in Northern Ireland could have been increased if you had felt able to take similar measures on your side of the border. But I judged from our Ambassador’s report of his recent talk with you that’ there was no prospect of that
2982,IMG_2197,J_Intl-Domestic_Precedent,1,"A little time ago, I was in touch with Mr. Lynch 
to try to discover whether he was contemplating the possibility of internment south of the border, if we were forced to. it north of the border. Clearly that would have added to its effectiveness; but out discussions shoved that there was no possibility of parallel action south of the border."
2989,IMG_2207,J_Intl-Domestic_Precedent,1,"WE KNOW THAT THE IRISH GOVERNMENT HAVE DECIDED ON A TOUGH LINE AGAINST BOTH I R A FACTIONS, AND EVEN IF CONVICTIONS ARE NOT OBTAINED IN COURTS THEY WILL HARASS THEM BY ADMINISTRATIVE 
ACTION. THE MINSTER OF FINANCE REPEATED THIS TO ME LAST SATURDAY, AND ADDED THAT INTERNMENT WAS NOT REPEAT NOT EXCLUDED."
2990,IMG_2207,J_Intl-Domestic_Precedent,2,MY GUESS ON THE LIKELY REPLY IS THAT HE IS INDEED THINKING ABOUT INTERNMENT; THAT INTERNMENT IN THE NORTH WOULD HAVE OBVIOUS REPERCUSSIONS IN THE SOUTH BUT THAT HE WILL HAVE TO WAIT TO SEE WHAT THESE ARE BEFORE TAKING A DECISION
2996,IMG_2214,J_Intl-Domestic_Precedent,1,"M.I.F.T. contains draft of the be made KREP Belfast asking Mr. Lynch to introduce 
internment in the Republic in parallel with action by HMG"
3003,IMG_2219,J_Intl-Domestic_Precedent,1,"If internment in Northern 
roland could be accompanied by internment in the Republic the political, difficulties would be largely overcome and the effectiveness of the action greatly increased."
3010,IMG_2298,J_Intl-Domestic_Precedent,1,"Internmnt has been used in the past against I.R.A. activity both 
North and South of the Border."
3011,IMG_2298,J_Intl-Domestic_Precedent,2,"The Government of the Irish Republic have announced their readiness 
to reactivate power of internment against conspiracies to kidnap prominent persons and the Government of the Republic recently lodged a notice of derogation with the European Commission."
3017,IMG_4921,J_Intl-Domestic_Precedent,1,This is broadly the procedure which has been adopted in the past in the Republic of Ireland.
3024,IMG_4925,J_Intl-Domestic_Precedent,1,"We would use the procedures of the Advisory Body to help us to decide who should be let out and how the present rate of release 
- 44 so far - could 
be speeded up."
3025,IMG_4925,J_Intl-Domestic_Precedent,2,Such changes in procedure would not require legislation.
3031,IMG_4846,J_Intl-Domestic_Precedent,1,"Major Chichester-Clark said that there were three 
possible sets of circumstances in which the Northern Ireland Government might be faced with the inevitability of a decision to introduce internment:(i) if the Government of the Republic started to intern;"
3038,IMG_4854,J_Intl-Domestic_Precedent,1,"The consequent effect on the political and security situation would be most damaging, notwithstanding the statements made by Mr Lynch about his willingness to use similar powers in the south if necessary."
3045,IMG_5453,J_Intl-Domestic_Precedent,1,"Government of the Irish Republic to reactivate internment powers (paragraph 3), it is thought to be too much to hope that he would be prepared to do so specifically to match an effort on our part (see paragraph 5 of NI(71) 2). 3. 
Although Mr. Lynch sometime ago announced the readiness of the"
