,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
786,786,IMG_6393,PREM_15_486,IMG_6393_PREM_15_486,1971,3,1971,12,1971-09,1,"POLITICAL PROGRESS IN NORTHERN IRELAND IS BOUND TO BE 
IMPEDED SO LONG AS VIOLENCE AND INTIMIDATION CONTINUE: AND THE PURPOSE OF INTERNMENT, AND OF THE ARMY‰ÛªS MEASURES WHICH ARE DIRECTED IMPARTIALLY AT VIOLENCE FROM WHATEVER QUARTER, IS TO RESTORE TO NORTHERN IRELAND THE NECESSARY DEGREE OF STABILITY FOR FURTHER POLITICAL ADVANCE.",political progress in northern ireland is bound to be impeded so long as violence and intimidation continue and the purpose of internment and of the armys measures which are directed impartially at violence from whatever quarter is to restore to northern ireland the necessary degree of stability for further political advance,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
787,787,IMG_6394,PREM_15_486,IMG_6394_PREM_15_486,1971,3,1971,12,1971-09,1,"POLITICAL PROGRESS IN NORTHERN IRELAND iS BOUND TO 
IMPEDED SO LONG AS VIOLENCE AND INTIMIDATION CONTINUE: AND THE PURPOSE OF. INTERNMENT, AND OF THE ARMY‰ÛªS MEASURES WHICH ARE DIRECTED IMPARTIALLY AT VIOLENCE FROM WHATEVER QUARTER, IS TO RESTORE TO NORTHERN IRELAND THE NECESSARY DEGREE OF STABILITY FOR FURTHER POLITICAL ADVANCE.",political progress in northern ireland is bound to impeded so long as violence and intimidation continue and the purpose of internment and of the armys measures which are directed impartially at violence from whatever quarter is to restore to northern ireland the necessary degree of stability for further political advance,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
788,788,IMG_9567,DEFE_13_1358,IMG_9567_DEFE_13_1358,1972,1,1972,12,1972-10,1,Following the shooting of L/Sgt McKay 6 men were arrested under SPA 11 of whom 2 have been held for questioning.,following the shooting of lsgt mckay 6 men were arrested under spa 11 of whom 2 have been held for questioning,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
789,789,IMG_9572,DEFE_13_1358,IMG_9572_DEFE_13_1358,1972,1,1972,12,1972-10,1,"Page 1 : (89,637) - (545,668)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
790,790,IMG_9577,DEFE_13_1358,IMG_9577_DEFE_13_1358,1972,1,1972,12,1972-10,1,Following the shooting of L/Sgt McKay 6 men were arrested under SPA 11 of whom 2 have been held for questioning.,following the shooting of lsgt mckay 6 men were arrested under spa 11 of whom 2 have been held for questioning,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
791,791,IMG_9579,DEFE_13_1358,IMG_9579_DEFE_13_1358,1972,1,1972,12,1972-10,1,James ‰ÛªDoc‰Ûª Docherty was arrested under SPA 11.,james doc docherty was arrested under spa 11,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
792,792,IMG_9853,DEFE_13_1358,IMG_9853_DEFE_13_1358,1972,1,1972,12,1972-08,1,"It has been confirmed that there is no objection to charges being brought 
of membership of the IRA, being an unlawful association under the Special Powers Act. When there is evidence, arrests can therefore be made with a view to charges being brought.",it has been confirmed that there is no objection to charges being brought of membership of the ira being an unlawful association under the special powers act when there is evidence arrests can therefore be made with a view to charges being brought,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
793,793,IMG_1724,DEFE_24_877,IMG_1724_DEFE_24_877,1973,1,1973,12,,1,"Where a breach of the peace is not committed, but the 
conduct of the pickets is intimidatory, they should be arrested only if there is no other way to get them to desist. In these circumstances the power of arrest to be used is SPA Regulation 11, in accordance with the Blue Card. The words to be used are: ""I suspect you of being about to commit (or of committing) acts prejudicial to the peace"".",where a breach of the peace is not committed but the conduct of the pickets is intimidatory they should be arrested only if there is no other way to get them to desist in these circumstances the power of arrest to be used is spa regulation 11 in accordance with the blue card the words to be used are i suspect you of being about to commit or of committing acts prejudicial to the peace,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
794,794,IMG_6459,PREM_15_1000,IMG_6459_PREM_15_1000,1971,12,1972,1,,1,"And, provided that internment itself is properly managed (and this is for discussion under a later item on the agenda) and that the Army seem to be continuing to gain the upper hand over the IRA, the Government can probably afford to rest in this position at least for the time being.",and provided that internment itself is properly managed and this is for discussion under a later item on the agenda and that the army seem to be continuing to gain the upper hand over the ira the government can probably afford to rest in this position at least for the time being,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
795,795,IMG_6468,PREM_15_1000,IMG_6468_PREM_15_1000,1971,12,1972,1,,1,"Page 1 : (98,223) - (567,351)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
796,796,IMG_6489,PREM_15_1000,IMG_6489_PREM_15_1000,1971,12,1972,1,1971-12,1,"Page 1 : (83,348) - (367,396)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
797,797,IMG_6497,PREM_15_1000,IMG_6497_PREM_15_1000,1971,12,1972,1,,1,"Page 1 : (52,100) - (531,166)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
798,798,IMG_6497,PREM_15_1000,IMG_6497_PREM_15_1000,1971,12,1972,1,,2,"Page 1 : (66,216) - (533,275)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
799,799,IMG_6538,PREM_15_1000,IMG_6538_PREM_15_1000,1971,12,1972,1,,1,"Page 1 : (87,435) - (584,549)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
800,800,IMG_6558,PREM_15_1000,IMG_6558_PREM_15_1000,1971,12,1972,1,1971-12,1,"Internment procedures. The Home Secretary raised with 
Mr. Faulkner at their recent meeting the possibility of improving these procedures, e. g. by giving an internee a written statement of the allegation against him; by considering appeals in two stages, with legal representation at one but not at the other; and by enlarging the Appeals Committee in order to accelerate the hearings. Mr. Faulkner undertook to submit proposals on all these points; but we should keep up the pressure to ensure that he does so.",internment procedures the home secretary raised with mr faulkner at their recent meeting the possibility of improving these procedures e g by giving an internee a written statement of the allegation against him by considering appeals in two stages with legal representation at one but not at the other and by enlarging the appeals committee in order to accelerate the hearings mr faulkner undertook to submit proposals on all these points but we should keep up the pressure to ensure that he does so,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
801,801,IMG_6573,PREM_15_1000,IMG_6573_PREM_15_1000,1971,12,1972,1,,1,oe relaxation would anyway be justified on security,oe relaxation would anyway be justified on security,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
802,802,IMG_6574,PREM_15_1000,IMG_6574_PREM_15_1000,1971,12,1972,1,,1,"g r ounds i f , as one may hope, the impr oved situation both 
reduced the risk involved in setting free some of the internees, and increased the Availability of evidence on which others among them could be convicted.
",g r ounds i f  as one may hope the impr oved situation both reduced the risk involved in setting free some of the internees and increased the availability of evidence on which others among them could be convicted,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
803,803,IMG_6574,PREM_15_1000,IMG_6574_PREM_15_1000,1971,12,1972,1,,2,"This, would not necessarily mean overriding the existing review procedure (unless and until it was judged expedient for symbolic reasons to dispense with Judge Brown and his colleagues) but the review committee would need to be given fresh policy directions and perhaps additional personnel so as to speed up their work.
",this would not necessarily mean overriding the existing review procedure unless and until it was judged expedient for symbolic reasons to dispense with judge brown and his colleagues but the review committee would need to be given fresh policy directions and perhaps additional personnel so as to speed up their work,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
804,804,IMG_6574,PREM_15_1000,IMG_6574_PREM_15_1000,1971,12,1972,1,,3,"As for the hard core of internees who could not safely be released, the hope would of course be to acquire sufficient evidence, in the improved situation, to be able to prosecute most of them.
",as for the hard core of internees who could not safely be released the hope would of course be to acquire sufficient evidence in the improved situation to be able to prosecute most of them,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
805,805,IMG_6574,PREM_15_1000,IMG_6574_PREM_15_1000,1971,12,1972,1,,4,"As regards wanted men who are still at large, the Government 
would certainly not wish to dispense altogether with the option of arresting ringleaders but it could be hinted fairly clearly that, since witnesses were showing greater willingness to come forward, the emphasis would thenceforth be on prosecution rather than internment and that the latter would in invoked, if at all, only for the most dangerous terrorists who were arrested in future.",as regards wanted men who are still at large the government would certainly not wish to dispense altogether with the option of arresting ringleaders but it could be hinted fairly clearly that since witnesses were showing greater willingness to come forward the emphasis would thenceforth be on prosecution rather than internment and that the latter would in invoked if at all only for the most dangerous terrorists who were arrested in future,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
806,806,IMG_6634,PREM_15_1001,IMG_6634_PREM_15_1001,1972,1,1972,2,,1,"What one can however do is to keep the policy of internment under review, so that those internees who are considered no longer to be a threat to security are released without delay, and so that - whenever witnesses are brave enough to come forward 
- the internee in question can be prosecuted.",what one can however do is to keep the policy of internment under review so that those internees who are considered no longer to be a threat to security are released without delay and so that  whenever witnesses are brave enough to come forward  the internee in question can be prosecuted,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
807,807,IMG_6672,PREM_15_1001,IMG_6672_PREM_15_1001,1972,1,1972,2,,1,"Meanwhile, however, arrests continues and as at 21 January, those in custody - whether under Regulation 10, under a detention order or 
in internment - numbered 758 (of whom 543 were interned).",meanwhile however arrests continues and as at 21 january those in custody  whether under regulation 10 under a detention order or in internment  numbered 758 of whom 543 were interned,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
808,808,IMG_6673,PREM_15_1001,IMG_6673_PREM_15_1001,1972,1,1972,2,1972-01,1,"Transfer of Law and Order (i) What should this heading comprise? In GEN 47(71) 8 the Chairman of the Official Committee suggested the police, the Special Powers Acts, prosecutions, courts, prisons and internment camps and the probation and children‰Ûªs ,services. It would thus involve all aspects of the internment policy, including decisions on the making of individual internment orders.",transfer of law and order i what should this heading comprise in gen 4771 8 the chairman of the official committee suggested the police the special powers acts prosecutions courts prisons and internment camps and the probation and childrens services it would thus involve all aspects of the internment policy including decisions on the making of individual internment orders,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
